date,time,Thread,Level,Component,Content
03/10,03:20:11.994,Thread 10,INFO ,85f8eb84-a8da-48f7-a7dd-57dcd7391978,process_request : Connection from IP 
03/10,03:20:12.061,Thread 10,INFO ,85f8eb84-a8da-48f7-a7dd-57dcd7391978,ns1__srmLs : Request: Ls. IP: 2001:1458:201:e3::100:1c. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:12.076,Thread 10,INFO ,85f8eb84-a8da-48f7-a7dd-57dcd7391978,Result for request 'Ls' is 'SRM_FAILURE' 
03/10,03:20:12.579,Thread 32,INFO ,4ea3107d-f61e-457a-ba81-e77f43590f5d,process_request : Connection from IP 
03/10,03:20:12.659,Thread 32,INFO ,4ea3107d-f61e-457a-ba81-e77f43590f5d,ns1__srmPing : Request: Ping. IP: 2001:1458:d00:2e::100:32a. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:12.661,Thread 32,INFO ,4ea3107d-f61e-457a-ba81-e77f43590f5d,Result for request 'Ping' is 'SRM_SUCCESS' 
03/10,03:20:12.784,Thread 36,INFO ,d2ef3633-7ac1-458d-905f-418134a0c7aa,process_request : Connection from IP 
03/10,03:20:12.791,Thread 9,INFO ,cca65a2b-6b8c-448e-a818-ede89e8c95eb,process_request : Connection from IP 
03/10,03:20:12.840,Thread 36,INFO ,d2ef3633-7ac1-458d-905f-418134a0c7aa,Request 'BOL status' from Client IP='2001:1458:201:e4::100:574' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token '40f24806-2066-445e-adae-c48f0e35e334' on '1' SURL(s): 'srm://storm-fe.cr.cnaf.infn.it/atlas/atlasmctape/mc16_13TeV/AOD/e5969_e5984_s3126_r10201_r10210/mc16_13TeV.364413.MadGraphPythia8EvtGen_WqqgammaNp0123_DP140_280.merge.AOD.e5969_e5984_s3126_r10201_r10210_tid15985014_00/AOD.15985014._000008.pool.root.1' 
03/10,03:20:12.840,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Request 'PTG status' from Client IP='2001:1458:201:e5::100:44' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token '5f3f466a-cde6-4d18-bcf5-514237133233' 
03/10,03:20:12.841,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'PTG status' is 'SRM_SUCCESS' 
03/10,03:20:12.848,Thread 36,INFO ,d2ef3633-7ac1-458d-905f-418134a0c7aa,Result for request 'BOL status' is 'SRM_REQUEST_INPROGRESS' 
03/10,03:20:12.862,Thread 9,INFO ,cca65a2b-6b8c-448e-a818-ede89e8c95eb,Request 'BOL status' from Client IP='2001:1458:201:e4::100:574' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token 'a070a975-e7ea-4e89-88d4-4417ce41c8c1' on '3' SURL(s): 'srm://storm-fe.cr.cnaf.infn.it/atlas/atlasmctape/mc16_13TeV/AOD/e7142_e5984_s3126_r10201_r10210/mc16_13TeV.364701.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1WithSW.merge.AOD.e7142_e5984_s3126_r10201_r10210_tid16710021_00/AOD.16710021._000537.pool.root.1 srm://storm-fe.cr.cnaf.infn.it/atlas/atlasmctape/mc16_13TeV/AOD/e7142_e5984_s3126_r10201_r10210/mc16_13TeV.364701.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1WithSW.merge.AOD.e7142_e5984_s3126_r10201_r10210_tid16710021_00/AOD.16710021._000340.pool.root.1 srm://storm-fe.cr.cnaf.infn.it/atlas/atlasmctape/mc16_13TeV/AOD/e7142_e5984_s3126_r10201_r10210/mc16_13TeV.364701.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1WithSW.merge.AOD.e7142_e5984_s3126_r10201_r1 TRUNCATED 
03/10,03:20:12.876,Thread 9,INFO ,cca65a2b-6b8c-448e-a818-ede89e8c95eb,Result for request 'BOL status' is 'SRM_REQUEST_INPROGRESS' 
03/10,03:20:13.215,Thread 39,INFO ,9738d5d9-a355-4b06-97f6-790f3699af40,process_request : Connection from IP 
03/10,03:20:13.297,Thread 39,INFO ,9738d5d9-a355-4b06-97f6-790f3699af40,ns1__srmPing : Request: Ping. IP: 2001:1458:201:e3::100:1c. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:13.299,Thread 39,INFO ,9738d5d9-a355-4b06-97f6-790f3699af40,Result for request 'Ping' is 'SRM_SUCCESS' 
03/10,03:20:13.514,Thread 31,INFO ,5235db0f-647b-4e5d-91d3-d634cce5889f,process_request : Connection from IP 
03/10,03:20:13.583,Thread 31,INFO ,5235db0f-647b-4e5d-91d3-d634cce5889f,Request 'BOL status' from Client IP='2001:1458:201:e4::100:245' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token 'bd78e017-6e23-494e-8fcd-f0ebbd4dee3a' on '1' SURL(s): 'srm://storm-fe.cr.cnaf.infn.it/atlas/atlasmctape/mc16_13TeV/AOD/e4271_e5984_a875_r9364_r9315/mc16_13TeV.342105.MadGraphPythia8EvtGen_A14NNPDF23LO_zphxx_gg_mzp10000_mx1.merge.AOD.e4271_e5984_a875_r9364_r9315_tid12396712_00/AOD.12396712._000003.pool.root.1' 
03/10,03:20:13.586,Thread 31,INFO ,5235db0f-647b-4e5d-91d3-d634cce5889f,Result for request 'BOL status' is 'SRM_REQUEST_INPROGRESS' 
03/10,03:20:13.724,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,ns1__srmReleaseFiles : Request: Release files. IP: 2001:1458:201:e5::100:44. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management. surl(s): srm://storm-fe.cr.cnaf.infn.it/atlas/atlasdatadisk/SAM/testfile-GET-ATLASDATADISK.txt. token: 5f3f466a-cde6-4d18-bcf5-514237133233 
03/10,03:20:13.734,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'Release files' is 'SRM_SUCCESS' 
03/10,03:20:13.753,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,ns1__srmLs : Request: Ls. IP: 2001:1458:201:e5::100:44. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:13.778,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'Ls' is 'SRM_SUCCESS' 
03/10,03:20:13.797,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,ns1__srmLs : Request: Ls. IP: 2001:1458:201:e5::100:44. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:13.814,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'Ls' is 'SRM_SUCCESS' 
03/10,03:20:13.832,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,ns1__srmPing : Request: Ping. IP: 2001:1458:201:e5::100:44. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:13.833,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'Ping' is 'SRM_SUCCESS' 
03/10,03:20:13.851,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,ns1__srmLs : Request: Ls. IP: 2001:1458:201:e5::100:44. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:13.869,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'Ls' is 'SRM_SUCCESS' 
03/10,03:20:13.887,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,ns1__srmGetSpaceTokens : Request: Get space tokens. IP: 2001:1458:201:e5::100:44. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management. space token description: ATLASSCRATCHDISK 
03/10,03:20:13.890,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'Get space tokens' is 'SRM_SUCCESS' 
03/10,03:20:13.907,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Request 'PTG' from Client IP='2001:1458:201:e5::100:44' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested '1' SURL(s): 'srm://storm-fe.cr.cnaf.infn.it/atlas/atlasscratchdisk/SAM/testfile-GET-ATLASSCRATCHDISK.txt' 
03/10,03:20:13.913,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'PTG' is 'SRM_REQUEST_QUEUED'. # Produced request token: '056fadd7-e42e-435f-afab-b030b617a940' 
03/10,03:20:14.040,Thread 8,INFO ,028ac819-def9-4558-8749-fdb99298f81d,process_request : Connection from IP 
03/10,03:20:14.109,Thread 8,INFO ,028ac819-def9-4558-8749-fdb99298f81d,ns1__srmLs : Request: Ls. IP: 2001:1458:d00:2e::100:32a. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:14.128,Thread 8,INFO ,028ac819-def9-4558-8749-fdb99298f81d,Result for request 'Ls' is 'SRM_SUCCESS' 
03/10,03:20:14.146,Thread 8,INFO ,028ac819-def9-4558-8749-fdb99298f81d,ns1__srmGetSpaceTokens : Request: Get space tokens. IP: 2001:1458:d00:2e::100:32a. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management. space token description: ATLASDATATAPE 
03/10,03:20:14.148,Thread 8,INFO ,028ac819-def9-4558-8749-fdb99298f81d,Result for request 'Get space tokens' is 'SRM_SUCCESS' 
03/10,03:20:14.166,Thread 8,INFO ,028ac819-def9-4558-8749-fdb99298f81d,Request 'PTP' from Client IP='2001:1458:d00:2e::100:32a' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested '1' SURL(s): 'srm://storm-fe.cr.cnaf.infn.it/atlas/atlasdatatape/data17_13TeV/DRAW_RPVLL/r11782/data17_13TeV.00334842.physics_Main.recon.DRAW_RPVLL.r11782_tid20624485_00/DRAW_RPVLL.20624485._001687.pool.root.1_1583798040' 
03/10,03:20:14.172,Thread 8,INFO ,028ac819-def9-4558-8749-fdb99298f81d,Result for request 'PTP' is 'SRM_REQUEST_QUEUED'. # Produced request token: 'eb98e121-2b9b-4537-8927-c4845fe55cef' 
03/10,03:20:14.316,Thread 23,INFO ,35d2557d-b1ab-4f46-af84-2ec252a232a8,process_request : Connection from IP 
03/10,03:20:14.329,Thread 22,INFO ,29f7dec8-cd8f-49e1-bdcf-8a6af2e6d069,process_request : Connection from IP 
03/10,03:20:14.385,Thread 23,INFO ,35d2557d-b1ab-4f46-af84-2ec252a232a8,Request 'BOL status' from Client IP='2001:1458:201:e4::100:42f' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token '0b09f562-9b14-47ed-885f-c9a042b1a78f' on '1' SURL(s): 'srm://storm-fe.cr.cnaf.infn.it/atlas/atlasmctape/mc16_13TeV/AOD/e5969_e5984_s3126_r9364_r9315/mc16_13TeV.364417.MadGraphPythia8EvtGen_WqqgammaNp0123_DP2000_inf.merge.AOD.e5969_e5984_s3126_r9364_r9315_tid15970235_00/AOD.15970235._000001.pool.root.1' 
03/10,03:20:14.389,Thread 23,INFO ,35d2557d-b1ab-4f46-af84-2ec252a232a8,Result for request 'BOL status' is 'SRM_REQUEST_INPROGRESS' 
03/10,03:20:14.410,Thread 22,INFO ,29f7dec8-cd8f-49e1-bdcf-8a6af2e6d069,Request 'BOL status' from Client IP='2001:1458:201:e4::100:42f' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token '4feb5849-90d4-49b7-a91f-ce6ad8385e46' on '3' SURL(s): 'srm://storm-fe.cr.cnaf.infn.it/atlas/atlasmctape/mc16_13TeV/AOD/e7142_e5984_s3126_r10201_r10210/mc16_13TeV.364701.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1WithSW.merge.AOD.e7142_e5984_s3126_r10201_r10210_tid16710021_00/AOD.16710021._000199.pool.root.1 srm://storm-fe.cr.cnaf.infn.it/atlas/atlasmctape/mc16_13TeV/AOD/e7142_e5984_s3126_r10201_r10210/mc16_13TeV.364701.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1WithSW.merge.AOD.e7142_e5984_s3126_r10201_r10210_tid16710021_00/AOD.16710021._000384.pool.root.1 srm://storm-fe.cr.cnaf.infn.it/atlas/atlasmctape/mc16_13TeV/AOD/e7142_e5984_s3126_r10201_r10210/mc16_13TeV.364701.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1WithSW.merge.AOD.e7142_e5984_s3126_r10201_r TRUNCATED 
03/10,03:20:14.421,Thread 22,INFO ,29f7dec8-cd8f-49e1-bdcf-8a6af2e6d069,Result for request 'BOL status' is 'SRM_REQUEST_INPROGRESS' 
03/10,03:20:14.432,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Request 'PTG status' from Client IP='2001:1458:201:e5::100:44' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token '056fadd7-e42e-435f-afab-b030b617a940' 
03/10,03:20:14.432,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'PTG status' is 'SRM_REQUEST_QUEUED' 
03/10,03:20:14.690,Thread 8,INFO ,028ac819-def9-4558-8749-fdb99298f81d,Request 'PTP status' from Client IP='2001:1458:d00:2e::100:32a' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token 'eb98e121-2b9b-4537-8927-c4845fe55cef' 
03/10,03:20:14.691,Thread 8,INFO ,028ac819-def9-4558-8749-fdb99298f81d,Result for request 'PTP status' is 'SRM_REQUEST_QUEUED' 
03/10,03:20:14.763,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,process_request : Connection from IP 
03/10,03:20:14.846,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,ns1__srmLs : Request: Ls. IP: 2001:1458:d00:32::100:40e. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:14.886,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,Result for request 'Ls' is 'SRM_SUCCESS' 
03/10,03:20:14.910,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,ns1__srmGetSpaceTokens : Request: Get space tokens. IP: 2001:1458:d00:32::100:40e. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management. space token description: ATLASDATATAPE 
03/10,03:20:14.911,Thread 33,INFO ,be92c1f1-256f-4b4e-89c8-de143cc15ad9,process_request : Connection from IP 
03/10,03:20:14.913,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,Result for request 'Get space tokens' is 'SRM_SUCCESS' 
03/10,03:20:14.938,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,Request 'PTP' from Client IP='2001:1458:d00:32::100:40e' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested '1' SURL(s): 'srm://storm-fe.cr.cnaf.infn.it/atlas/atlasdatatape/data17_13TeV/DRAW_RPVLL/r11782/data17_13TeV.00334842.physics_Main.recon.DRAW_RPVLL.r11782_tid20624485_00/DRAW_RPVLL.20624485._001650.pool.root.1_1583795609' 
03/10,03:20:14.947,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,Result for request 'PTP' is 'SRM_REQUEST_QUEUED'. # Produced request token: '2d4a7672-8c1e-42dd-a7af-60c6a483cdc5' 
03/10,03:20:14.950,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Request 'PTG status' from Client IP='2001:1458:201:e5::100:44' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token '056fadd7-e42e-435f-afab-b030b617a940' 
03/10,03:20:14.951,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'PTG status' is 'SRM_SUCCESS' 
03/10,03:20:14.983,Thread 33,INFO ,be92c1f1-256f-4b4e-89c8-de143cc15ad9,Request 'BOL status' from Client IP='2001:1458:201:e3::100:dd' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token 'c1fbf5a1-f754-4db9-95df-0b58e964b298' on '1' SURL(s): 'srm://storm-fe.cr.cnaf.infn.it/atlas/atlasmctape/mc16_13TeV/AOD/e7142_e5984_s3126_r10201_r10210/mc16_13TeV.364701.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1WithSW.merge.AOD.e7142_e5984_s3126_r10201_r10210_tid16710021_00/AOD.16710021._000313.pool.root.1' 
03/10,03:20:14.989,Thread 33,INFO ,be92c1f1-256f-4b4e-89c8-de143cc15ad9,Result for request 'BOL status' is 'SRM_REQUEST_INPROGRESS' 
03/10,03:20:15.054,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,ns1__srmReleaseFiles : Request: Release files. IP: 2001:1458:201:e5::100:44. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management. surl(s): srm://storm-fe.cr.cnaf.infn.it/atlas/atlasscratchdisk/SAM/testfile-GET-ATLASSCRATCHDISK.txt. token: 056fadd7-e42e-435f-afab-b030b617a940 
03/10,03:20:15.062,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'Release files' is 'SRM_SUCCESS' 
03/10,03:20:15.082,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,ns1__srmLs : Request: Ls. IP: 2001:1458:201:e5::100:44. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:15.105,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'Ls' is 'SRM_SUCCESS' 
03/10,03:20:15.123,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,ns1__srmPing : Request: Ping. IP: 2001:1458:201:e5::100:44. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:15.125,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'Ping' is 'SRM_SUCCESS' 
03/10,03:20:15.142,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,ns1__srmLs : Request: Ls. IP: 2001:1458:201:e5::100:44. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:15.159,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'Ls' is 'SRM_SUCCESS' 
03/10,03:20:15.176,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,ns1__srmLs : Request: Ls. IP: 2001:1458:201:e5::100:44. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management 
03/10,03:20:15.195,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'Ls' is 'SRM_SUCCESS' 
03/10,03:20:15.209,Thread 8,INFO ,028ac819-def9-4558-8749-fdb99298f81d,Request 'PTP status' from Client IP='2001:1458:d00:2e::100:32a' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token 'eb98e121-2b9b-4537-8927-c4845fe55cef' 
03/10,03:20:15.210,Thread 8,INFO ,028ac819-def9-4558-8749-fdb99298f81d,Result for request 'PTP status' is 'SRM_SUCCESS' 
03/10,03:20:15.215,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,ns1__srmGetSpaceTokens : Request: Get space tokens. IP: 2001:1458:201:e5::100:44. Client DN: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management. space token description: ATLASDATADISK 
03/10,03:20:15.217,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'Get space tokens' is 'SRM_SUCCESS' 
03/10,03:20:15.234,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Request 'PTG' from Client IP='2001:1458:201:e5::100:44' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested '1' SURL(s): 'srm://storm-fe.cr.cnaf.infn.it/atlas/atlasdatadisk/SAM/testfile-GET-ATLASDATADISK.txt' 
03/10,03:20:15.240,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'PTG' is 'SRM_REQUEST_QUEUED'. # Produced request token: 'adc6ad35-0aa4-4aae-88db-d658c52f1c34' 
03/10,03:20:15.471,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,Request 'PTP status' from Client IP='2001:1458:d00:32::100:40e' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token '2d4a7672-8c1e-42dd-a7af-60c6a483cdc5' 
03/10,03:20:15.472,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,Result for request 'PTP status' is 'SRM_REQUEST_QUEUED' 
03/10,03:20:15.758,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Request 'PTG status' from Client IP='2001:1458:201:e5::100:44' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token 'adc6ad35-0aa4-4aae-88db-d658c52f1c34' 
03/10,03:20:15.758,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'PTG status' is 'SRM_REQUEST_QUEUED' 
03/10,03:20:15.915,Thread 42,INFO ,42ab8e2f-ba15-4a8b-9f43-144e08a7e0b8,process_request : Connection from IP 
03/10,03:20:15.996,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,Request 'PTP status' from Client IP='2001:1458:d00:32::100:40e' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token '2d4a7672-8c1e-42dd-a7af-60c6a483cdc5' 
03/10,03:20:15.997,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,Result for request 'PTP status' is 'SRM_REQUEST_QUEUED' 
03/10,03:20:15.998,Thread 42,INFO ,42ab8e2f-ba15-4a8b-9f43-144e08a7e0b8,Request 'BOL status' from Client IP='2001:1458:201:e3::100:dd' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token 'bf4b89b1-d31e-4bc5-bac0-589556e85d98' on '2' SURL(s): 'srm://storm-fe.cr.cnaf.infn.it/atlas/atlasmctape/mc16_13TeV/AOD/e7142_e5984_s3126_r10201_r10210/mc16_13TeV.364701.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1WithSW.merge.AOD.e7142_e5984_s3126_r10201_r10210_tid16710021_00/AOD.16710021._000412.pool.root.1 srm://storm-fe.cr.cnaf.infn.it/atlas/atlasmctape/mc16_13TeV/AOD/e7142_e5984_s3126_r10201_r10210/mc16_13TeV.364701.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1WithSW.merge.AOD.e7142_e5984_s3126_r10201_r10210_tid16710021_00/AOD.16710021._000352.pool.root.1' 
03/10,03:20:16.005,Thread 42,INFO ,42ab8e2f-ba15-4a8b-9f43-144e08a7e0b8,Result for request 'BOL status' is 'SRM_REQUEST_INPROGRESS' 
03/10,03:20:16.279,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Request 'PTG status' from Client IP='2001:1458:201:e5::100:44' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token 'adc6ad35-0aa4-4aae-88db-d658c52f1c34' 
03/10,03:20:16.280,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'PTG status' is 'SRM_REQUEST_QUEUED' 
03/10,03:20:17.021,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,Request 'PTP status' from Client IP='2001:1458:d00:32::100:40e' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token '2d4a7672-8c1e-42dd-a7af-60c6a483cdc5' 
03/10,03:20:17.022,Thread 37,INFO ,a4fd4cc3-cf6e-4625-9ab4-f619f48a3748,Result for request 'PTP status' is 'SRM_SUCCESS' 
03/10,03:20:17.297,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Request 'PTG status' from Client IP='2001:1458:201:e5::100:44' Client DN='/DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management' # Requested token 'adc6ad35-0aa4-4aae-88db-d658c52f1c34' 
03/10,03:20:17.298,Thread 35,INFO ,83bd6058-4b4d-4d5e-8ae6-7a6dead4abcd,Result for request 'PTG status' is 'SRM_SUCCESS' 
03/10,03:20:18.294,Thread 29,INFO ,be9f7890-6344-4d78-8077-3da557a9c0f6,process_request : Connection from IP 
